id,nome,cpf,dt_nascimento,nome_responsavel,matricula,dt_matricula,email,tb_curso_id
1055,Lívia Cardoso,57131594746,1984-09-14,Benjamin Fogaça Oliveira,232707,2023-02-14,lívia_cardoso@mail.com,3
1056,Rafaela da Costa,1721163424,1997-05-19,Mariane Nogueira Novaes,388039,2022-12-07,rafaela_da@mail.com,3
1057,Benjamin Ramos,37567078353,1998-06-23,Alexandre Melo Almeida,338324,2022-02-23,benjamin_ramos@mail.com,4
1058,Melissa Melo,88998568376,1986-09-09,Amanda Silveira Araújo,346037,2020-05-10,melissa_melo@mail.com,1
1059,Breno Carvalho,59753073802,1995-07-13,João Guilherme Moreira Moura,618624,2021-10-02,breno_carvalho@mail.com,3
1060,Danilo Barros,17030232759,2003-04-17,Nicole da Cruz Santos,632987,2021-09-10,danilo_barros@mail.com,3
1061,João Gabriel Fernandes,29178482209,2005-03-11,Eloah Ramos da Paz,759022,2019-01-11,joão_gabriel@mail.com,1
1062,Giovanna Cardoso,36811714255,1989-10-14,Ana Ferreira Araújo,378164,2020-09-30,giovanna_cardoso@mail.com,5
1063,Isabelly Dias,42927847684,1988-02-16,Ana Luiza Alves Ferreira,205439,2020-03-27,isabelly_dias@mail.com,2
1064,Luiz Henrique Oliveira,71363379038,1988-05-04,Enzo Araújo da Luz,626489,2021-11-26,luiz_henrique@mail.com,2
1065,Yago Porto,33473787416,1985-07-25,Luiz Otávio Costa Oliveira,470908,2018-12-24,yago_porto@mail.com,2
1066,Lorena Nunes,47454368752,2003-11-17,Maria Fernanda Cavalcanti Sales,189845,2019-06-23,lorena_nunes@mail.com,3
1067,Ana Julia Lopes,66886968880,2000-06-20,Ana Lívia Cunha da Mota,11593,2023-02-24,ana_julia@mail.com,1
1068,Arthur Nogueira,59852423409,1996-11-14,Cecília Pires Dias,806673,2020-09-25,arthur_nogueira@mail.com,4
1069,Maria Eduarda Costa,99964447922,1993-03-18,Bernardo Alves Melo,926439,2022-02-12,maria_eduarda@mail.com,3
1070,Emilly Almeida,35157371649,2002-02-27,Levi da Mota Caldeira,740700,2021-08-01,emilly_almeida@mail.com,4
1071,Luna Campos,92348510264,1996-12-05,Enzo da Cruz Melo,787032,2021-01-05,luna_campos@mail.com,3
1072,Rebeca Barbosa,81800839798,1986-01-05,Felipe Souza Pereira,732074,2020-02-09,rebeca_barbosa@mail.com,4
1073,Mariana Cardoso,90972820759,2002-07-18,Miguel Porto Aragão,340282,2022-04-20,mariana_cardoso@mail.com,3
1074,Theo Santos,35583428259,1990-03-04,Luiz Henrique Souza Moura,855778,2020-07-06,theo_santos@mail.com,2
1075,Enrico Gonçalves,55856268956,2002-11-08,Olivia Lopes Barbosa,434020,2021-05-01,enrico_gonçalves@mail.com,4
1076,Valentina Jesus,889643831,1989-06-28,Joaquim da Rocha Cardoso,16601,2019-10-10,valentina_jesus@mail.com,1
1077,Lara Carvalho,59193456502,1995-08-18,Luiz Felipe Porto Gonçalves,3239,2022-10-25,lara_carvalho@mail.com,1
1078,Miguel Pires,20002576610,1995-04-03,Marina Fogaça Rodrigues,666812,2023-07-23,miguel_pires@mail.com,5
1079,Vitor Hugo Novaes,35539860792,2003-10-12,Erick Monteiro Nascimento,437930,2021-03-10,vitor_hugo@mail.com,4
1080,Maria Alice Araújo,83590548558,1987-10-25,Theo Barros da Rosa,743005,2020-07-21,maria_alice@mail.com,2
1081,Bruna da Cruz,45676361574,1993-10-18,Bruna Castro Martins,789059,2023-11-01,bruna_da@mail.com,4
1082,Emilly das Neves,30482017278,1991-03-28,Nina Araújo Alves,308097,2019-05-31,emilly_das@mail.com,2
1083,Gabriel Novaes,965615040,1989-10-11,Camila Fernandes Silva,891170,2020-06-01,gabriel_novaes@mail.com,4
1084,Yasmin Viana,45994841312,1986-04-21,Leonardo Silva da Costa,146807,2023-10-20,yasmin_viana@mail.com,2
1085,Nicolas da Conceição,9539370261,1987-08-31,Ana Júlia Teixeira da Conceição,2345,2020-03-08,nicolas_da@mail.com,1
1086,Noah Moura,41280589742,2000-03-12,Carlos Eduardo Cardoso da Conceição,635711,2020-10-31,noah_moura@mail.com,5
1087,Anthony Vieira,97616720937,1989-07-28,Bernardo da Conceição Cavalcanti,181894,2020-10-25,anthony_vieira@mail.com,5
1088,Giovanna da Conceição,79287862881,1993-04-11,Pedro Miguel da Conceição Nunes,893767,2021-07-12,giovanna_da@mail.com,3
1089,Felipe Barbosa,87706516908,1995-09-07,João Felipe Barros Rocha,149043,2021-10-05,felipe_barbosa@mail.com,6
1090,André Novaes,45506169611,1996-08-12,Marcela Pereira Ribeiro,889070,2019-09-15,andré_novaes@mail.com,6
1091,Esther Vieira,53865151629,1985-11-01,Isabella Moreira Sales,379989,2019-06-14,esther_vieira@mail.com,4
1092,Davi Luiz Lima,2395119111,1995-06-24,Pedro Lucas Rezende Cavalcanti,595438,2019-01-15,davi_luiz@mail.com,5
1093,Kaique Monteiro,44422635099,1986-05-24,Natália Santos Pinto,515699,2019-02-13,kaique_monteiro@mail.com,6
1094,Kevin Oliveira,48617495658,2001-03-08,Júlia Porto da Conceição,848228,2023-10-17,kevin_oliveira@mail.com,3
1095,Lívia Silva,63662705510,1989-09-21,Vicente Aragão Araújo,258798,2019-03-09,lívia_silva@mail.com,3
1096,Gustavo Henrique da Cruz,60781426385,1985-08-29,Ana Júlia Rezende Farias,648167,2022-07-02,gustavo_henrique@mail.com,5
1097,João Lucas das Neves,27912883573,2001-09-16,Ana Carolina Mendes Silva,855211,2019-04-14,joão_lucas@mail.com,2
1098,Laura Fernandes,96775235466,2005-06-30,Ana Lívia Ferreira da Conceição,434720,2021-12-06,laura_fernandes@mail.com,6
1099,João Pedro Correia,90924515255,1985-01-27,Marcela da Rocha Costa,486344,2020-12-21,joão_pedro@mail.com,2
1100,João Guilherme Barros,36035038698,2002-07-27,Lorena Monteiro Cavalcanti,841248,2018-12-17,joão_guilherme@mail.com,4
1101,Raquel Vieira,6025573812,1997-11-08,Enzo Gabriel Alves Cardoso,49618,2023-08-03,raquel_vieira@mail.com,6
1102,Beatriz Vieira,86236966913,1987-08-25,Catarina Silva da Paz,467396,2023-09-16,beatriz_vieira@mail.com,4
1103,Danilo Gonçalves,75104111056,1999-02-23,Davi Lucca Dias Melo,842192,2022-06-04,danilo_gonçalves@mail.com,4
1104,Maria Clara Campos,51474956273,2001-03-28,Ana Cardoso Caldeira,937555,2023-05-07,maria_clara@mail.com,3
1105,Luiz Fernando Castro,26126681208,1983-11-05,Julia da Paz Oliveira,899998,2021-02-14,luiz_fernando@mail.com,1
1106,João Vitor Rodrigues,49519219508,2001-09-05,Ana Carolina Correia Rocha,952069,2021-01-03,joão_vitor@mail.com,3
1107,Rafael Moraes,39960516296,2000-08-05,Alice Moreira Santos,90751,2019-02-01,rafael_moraes@mail.com,5
1108,Fernando Duarte,46174581456,1987-07-20,Clarice Cardoso Souza,44771,2020-03-18,fernando_duarte@mail.com,1
1109,Eduardo Gomes,92133487435,1990-07-27,Stephany Silva Duarte,408057,2019-11-06,eduardo_gomes@mail.com,1
1110,Lavínia Campos,2007382296,1995-05-07,Bianca Nascimento Aragão,740461,2019-09-20,lavínia_campos@mail.com,2
1111,João Pedro Lopes,82273966159,1991-05-24,Ana Beatriz Campos Porto,845813,2022-04-21,joão_pedro@mail.com,5
1112,Carolina Porto,23987121290,2001-05-28,Davi Lucas Costela Moraes,23135,2022-05-07,carolina_porto@mail.com,3
1113,Rafael Lima,49925838609,1994-03-20,Rodrigo Caldeira Porto,982265,2022-08-25,rafael_lima@mail.com,1
1114,Maria Vitória da Costa,58260769383,1998-10-28,Ryan Viana Ferreira,104568,2020-10-03,maria_vitória@mail.com,2
1115,Heloísa Moreira,3285392988,1990-06-13,Isabella da Paz Correia,779285,2020-02-16,heloísa_moreira@mail.com,6
1116,Pedro Lucas Pereira,74233732344,1988-11-10,Maria Clara Rocha Teixeira,792594,2019-01-04,pedro_lucas@mail.com,3
1117,Joaquim Almeida,67620188520,1992-10-17,Ian Peixoto Fogaça,89560,2021-04-20,joaquim_almeida@mail.com,3
1118,Pedro Lucas Farias,34315415328,1989-01-17,Carlos Eduardo Vieira da Paz,737397,2021-10-05,pedro_lucas@mail.com,1
1119,Valentina das Neves,19488812291,1985-10-18,Marcelo Fogaça Lima,243903,2022-10-18,valentina_das@mail.com,6
1120,Maysa Pinto,83229718131,1995-12-14,Kaique Freitas Caldeira,661770,2021-10-25,maysa_pinto@mail.com,6
1121,Marcos Vinicius Moreira,13415304625,1999-07-27,João Guilherme Silveira Silveira,849831,2023-09-15,marcos_vinicius@mail.com,2
1122,Gabriel Melo,27469535793,1985-10-14,Raul Lopes Cardoso,4541,2023-08-06,gabriel_melo@mail.com,3
1123,Bárbara Rezende,77784575441,1991-05-15,Carlos Eduardo Silva Ramos,234835,2023-08-19,bárbara_rezende@mail.com,3
1124,Ana Lívia Moraes,22717580879,1998-06-06,Ana Sophia Cavalcanti Rodrigues,142356,2022-09-28,ana_lívia@mail.com,6
1125,Sophie Lima,25189524886,1996-02-25,Pedro Lucas Pinto Nascimento,170094,2021-08-28,sophie_lima@mail.com,3
1126,Carolina Vieira,55743936002,2003-02-14,Natália Farias Lopes,221352,2023-08-26,carolina_vieira@mail.com,5
1127,Enrico da Luz,58197109037,1996-07-01,Caroline Almeida da Mota,698427,2020-06-22,enrico_da@mail.com,4
1128,Lívia Cardoso,56769815136,2003-07-10,Olivia Santos Campos,167279,2019-09-05,lívia_cardoso@mail.com,4
1129,Matheus Cunha,85471820164,1990-02-16,Esther Pereira Silveira,261890,2020-05-22,matheus_cunha@mail.com,2
1130,Esther da Paz,44147452246,1994-07-10,João da Cruz Caldeira,372045,2022-07-10,esther_da@mail.com,2
1131,Luiz Miguel Cardoso,50553911167,2000-01-16,Anthony Rezende da Rocha,744141,2021-08-01,luiz_miguel@mail.com,5
1132,Natália Cardoso,15591915251,1984-08-24,Gabrielly Novaes Melo,319594,2020-05-04,natália_cardoso@mail.com,5
1133,Arthur Santos,45682184670,2000-07-12,Nathan Dias Pires,234654,2022-04-08,arthur_santos@mail.com,2
1134,Lorena Araújo,75171826170,1990-02-17,Alexandre Cavalcanti Costa,208475,2019-04-03,lorena_araújo@mail.com,5
1135,Isadora Nunes,53826713724,2000-02-01,Francisco Novaes da Luz,721436,2020-12-30,isadora_nunes@mail.com,1
1136,Sofia da Rosa,66159530060,2003-05-07,Emanuella Ramos Cunha,517973,2020-11-28,sofia_da@mail.com,3
1137,Breno Vieira,63380094456,1989-02-12,Gabriel Ferreira Pires,755763,2022-06-01,breno_vieira@mail.com,4
1138,Luiz Henrique Viana,64100455582,2004-03-26,Alice Carvalho das Neves,956466,2020-05-31,luiz_henrique@mail.com,2
1139,Evelyn Ribeiro,25225811372,1983-11-01,Pedro Henrique Teixeira Sales,272047,2019-02-03,evelyn_ribeiro@mail.com,2
1140,Manuela da Costa,40372926073,1992-09-05,Bruna Nascimento Barbosa,334108,2020-01-30,manuela_da@mail.com,1
1141,Thomas Novaes,73028777976,1998-06-02,Diogo das Neves Cavalcanti,217855,2022-10-28,thomas_novaes@mail.com,3
1142,Levi Gonçalves,46513921587,2003-05-17,Augusto Teixeira Pereira,858119,2022-01-08,levi_gonçalves@mail.com,3
1143,Gabriel Rezende,63406322601,2004-09-15,Francisco Ferreira Moreira,450580,2021-12-26,gabriel_rezende@mail.com,3
1144,Clara Silva,24293153709,2002-01-29,João Vitor Cardoso Costa,735799,2023-06-08,clara_silva@mail.com,4
1145,Diego Novaes,51961902012,1986-03-22,Pedro Lucas Sales Cavalcanti,887600,2020-07-06,diego_novaes@mail.com,6
1146,Thomas Santos,88391104803,1986-02-19,Fernanda Cunha Nogueira,351243,2019-07-14,thomas_santos@mail.com,6
1147,Anthony Duarte,57631029021,1998-08-29,Raul Cunha da Mata,418498,2021-02-18,anthony_duarte@mail.com,6
1148,Laura da Cunha,86710557679,1988-08-26,Ana Vitória Correia Alves,39444,2022-11-03,laura_da@mail.com,1
1149,Rebeca Silva,81729108743,1986-09-11,Alexia Souza Ferreira,829135,2022-12-13,rebeca_silva@mail.com,3
1150,Guilherme Porto,18142769126,1991-07-12,Alice Pereira Pinto,144185,2019-01-22,guilherme_porto@mail.com,6
1151,Ian da Luz,84223046238,2000-02-09,Theo Peixoto Moreira,409151,2020-01-14,ian_da@mail.com,4
1152,Heloísa da Conceição,81950148454,1985-07-07,Evelyn Fernandes Azevedo,498673,2018-11-29,heloísa_da@mail.com,3
1153,Nina Rocha,43047742613,1989-12-07,Miguel da Mata Cardoso,739017,2022-10-18,nina_rocha@mail.com,5
1154,Theo Barbosa,32683895843,1998-06-10,Lívia Caldeira da Rosa,326997,2019-12-15,theo_barbosa@mail.com,2
1155,Leonardo Rodrigues,78024346730,1986-03-14,Ana Luiza Fogaça Porto,925117,2019-10-03,leonardo_rodrigues@mail.com,2
1156,Lucas Gabriel Campos,67110990553,1996-10-19,João Pedro Pereira Jesus,104695,2021-12-11,lucas_gabriel@mail.com,3
1157,Luiz Miguel Moura,11529251573,2000-06-01,Thiago Peixoto Sales,895459,2020-04-24,luiz_miguel@mail.com,1
1158,Lucas Gabriel Barbosa,51332788062,1986-11-30,Danilo da Cruz Cardoso,180558,2020-11-30,lucas_gabriel@mail.com,1
1159,Maria Clara da Rocha,98881827386,1996-11-29,Mariana da Cruz Jesus,84715,2023-08-18,maria_clara@mail.com,3
1160,Elisa Moreira,89291854102,1999-12-08,Lara Vieira Porto,889855,2018-11-28,elisa_moreira@mail.com,6
1161,Yago Ribeiro,74686643957,1989-12-05,Ana Julia Jesus Cardoso,414656,2020-06-07,yago_ribeiro@mail.com,5
1162,Ana Vitória Barbosa,25397029673,2000-09-13,Pedro Moraes Ribeiro,231199,2020-08-01,ana_vitória@mail.com,4
1163,Bruno Martins,49210742713,1985-08-04,Pietra Cunha Costa,532969,2022-08-26,bruno_martins@mail.com,5
1164,Emanuel Silveira,22502687998,1988-11-29,Maria Fernanda Farias Campos,173322,2020-05-25,emanuel_silveira@mail.com,5
1165,Luana Freitas,43807744308,1988-09-14,Maria Cardoso Farias,263086,2019-10-03,luana_freitas@mail.com,4
1166,Olivia Ferreira,39224433317,1993-09-21,Isis Nascimento Souza,329521,2020-05-21,olivia_ferreira@mail.com,5
1167,Isadora Viana,25902474281,1986-06-21,Lucca Barros da Cunha,612134,2019-06-28,isadora_viana@mail.com,3
1168,Isabel da Luz,62610324897,1985-01-22,Valentina Santos da Cruz,952130,2021-12-09,isabel_da@mail.com,2
1169,Vitor Gabriel Nascimento,32036989678,1989-05-29,Isabelly Porto Pinto,401343,2023-05-28,vitor_gabriel@mail.com,1
1170,Thomas Cardoso,84540723607,1997-12-27,Carolina da Luz da Luz,964366,2019-12-27,thomas_cardoso@mail.com,2
1171,Elisa Fernandes,70701201379,1989-04-14,Sophie Aragão Sales,195670,2023-04-02,elisa_fernandes@mail.com,6
1172,Vitor Gabriel das Neves,15639604844,1987-02-03,Davi Luiz Cardoso da Rosa,175831,2023-11-18,vitor_gabriel@mail.com,1
1173,Elisa Nunes,85056187878,1984-05-02,Thomas Araújo Dias,999920,2023-01-23,elisa_nunes@mail.com,3
1174,Thales Monteiro,46548320637,2001-12-16,João Miguel Oliveira Oliveira,237896,2019-01-04,thales_monteiro@mail.com,1
1175,Carolina Rocha,25378440472,1990-10-19,Elisa Gomes Gomes,956568,2021-12-15,carolina_rocha@mail.com,5
1176,Kamilly Almeida,61181222664,1984-03-22,Kamilly da Conceição Sales,651154,2023-09-12,kamilly_almeida@mail.com,3
1177,Clara Cunha,299970281,2002-06-22,Helena da Rocha Pereira,667182,2019-10-01,clara_cunha@mail.com,3
1178,Ana Laura da Cunha,7510216669,1990-10-19,Bruna Rocha Freitas,511482,2022-08-05,ana_laura@mail.com,2
1179,Lorenzo Cardoso,93123582263,1990-02-14,Nicolas Rodrigues da Mota,150060,2019-10-12,lorenzo_cardoso@mail.com,4
1180,Eduarda Freitas,10244852478,1984-05-29,Joaquim Gonçalves Melo,291883,2019-11-13,eduarda_freitas@mail.com,4
1181,Kevin da Costa,59197717766,2003-06-18,Ana Sophia Correia Melo,723636,2023-03-20,kevin_da@mail.com,6
1182,João Lucas da Cruz,38472490901,1986-09-20,Thomas Fogaça Pinto,992895,2022-07-23,joão_lucas@mail.com,4
1183,Thiago Costa,98283270080,1994-02-09,Evelyn Fernandes Ribeiro,563548,2020-09-15,thiago_costa@mail.com,4
1184,Maria Alice Dias,15192765830,1991-06-23,Ian Ramos Nunes,856395,2023-06-23,maria_alice@mail.com,1
1185,Amanda Melo,88506291922,2005-06-16,Bruno Ferreira Campos,275374,2022-02-23,amanda_melo@mail.com,5
1186,Milena Correia,77263063523,1987-12-05,Nicole da Luz Viana,228356,2021-10-03,milena_correia@mail.com,2
1187,Camila Rocha,3069888953,2003-05-30,Diego Rocha Sales,599939,2023-09-15,camila_rocha@mail.com,1
1188,Bárbara da Rocha,66307943326,1991-11-11,Enzo Gabriel Rodrigues Carvalho,448420,2023-08-16,bárbara_da@mail.com,6
1189,Julia da Cruz,38911485734,2002-01-03,Vitor Gomes Fogaça,758629,2019-08-28,julia_da@mail.com,5
1190,Lívia Oliveira,55025670994,1992-06-15,Pedro Henrique da Mata da Mota,772263,2021-08-03,lívia_oliveira@mail.com,3
1191,Augusto Farias,47416037187,1986-01-13,Isis Nascimento da Rosa,734512,2023-10-23,augusto_farias@mail.com,5
1192,Bryan Costela,96204816890,1994-12-26,João Felipe Fogaça Sales,753948,2022-11-24,bryan_costela@mail.com,1
1193,Isabella da Cruz,72702586035,1992-03-16,Bruno Alves Lima,51829,2022-11-20,isabella_da@mail.com,1
1194,Gabriel Silva,88602032228,1986-11-06,Isaac Moura Martins,626298,2020-05-14,gabriel_silva@mail.com,1
1195,Bruno da Conceição,57724557195,1986-02-07,Mirella Fogaça Ribeiro,946697,2019-10-07,bruno_da@mail.com,6
1196,Carlos Eduardo da Cunha,16266860203,2001-05-02,Enzo da Cunha Barros,617108,2022-02-25,carlos_eduardo@mail.com,6
1197,Luiz Henrique da Mata,17624926653,2003-12-27,Breno Pires Dias,398359,2023-08-27,luiz_henrique@mail.com,5
1198,Elisa Nunes,37997877976,1989-06-21,Davi Nogueira Barbosa,731702,2023-05-26,elisa_nunes@mail.com,4
1199,Júlia Aragão,16284877655,1991-08-04,Esther Barbosa Nascimento,56844,2019-04-02,júlia_aragão@mail.com,2
1200,Milena Gomes,24575778034,1985-08-07,Vitória da Mata Fogaça,834088,2019-05-31,milena_gomes@mail.com,1
1201,Davi Luiz da Rosa,57408527924,2000-03-01,Gustavo Henrique Farias Ribeiro,480905,2021-11-20,davi_luiz@mail.com,3
1202,Ana Lívia Ribeiro,45769477915,1991-08-22,Luiza Pires Novaes,610667,2020-11-24,ana_lívia@mail.com,2
1203,Camila da Cunha,27842516353,1986-06-26,Maria Vitória Rocha Lopes,199501,2023-01-13,camila_da@mail.com,5
1204,Leonardo Oliveira,14020953839,1991-08-11,João Vitor Costela Teixeira,908290,2023-06-20,leonardo_oliveira@mail.com,1
1205,Júlia da Conceição,87316795440,2003-10-13,Leonardo Castro Vieira,83191,2020-10-17,júlia_da@mail.com,3
1206,Yasmin da Mata,11569422396,1999-07-07,Bárbara Mendes Barros,4272,2019-06-20,yasmin_da@mail.com,1
1207,Laís Silva,67469997237,1988-08-17,Thiago Santos Souza,366862,2023-08-30,laís_silva@mail.com,1
1208,Luiz Miguel da Cunha,33296744584,2003-02-03,Noah Correia Lima,998033,2022-01-29,luiz_miguel@mail.com,3
1209,Mirella Mendes,37610945206,2002-03-06,Eduarda da Mata Freitas,100318,2020-03-21,mirella_mendes@mail.com,2
1210,Ana Vitória Campos,40125486721,2001-06-12,Amanda Gonçalves Correia,370354,2023-04-14,ana_vitória@mail.com,4
1211,Lorenzo Nascimento,63089608321,1999-10-30,Daniel Souza Silveira,660595,2023-10-24,lorenzo_nascimento@mail.com,4
1212,Vitor Costela,96423631385,1989-11-18,André Dias Fogaça,32347,2023-01-22,vitor_costela@mail.com,5
1213,Enrico Aragão,78417176862,2001-10-10,Alana Porto Barbosa,777445,2020-05-07,enrico_aragão@mail.com,4
1214,João Silveira,82786778734,1999-02-05,Mariana Aragão Pereira,482060,2023-03-16,joão_silveira@mail.com,2
1215,Clarice Peixoto,17781254735,1999-06-21,Enrico Pereira da Rosa,73121,2021-03-23,clarice_peixoto@mail.com,6
1216,Heitor Castro,40895730682,1986-04-02,Evelyn Ferreira Rodrigues,658109,2021-10-20,heitor_castro@mail.com,1
1217,João Gabriel Ribeiro,30176184635,1990-12-06,Lucca Silva Cardoso,905145,2021-07-28,joão_gabriel@mail.com,1
1218,Laura Azevedo,51024944186,1985-02-28,Benício Novaes Farias,62663,2019-05-23,laura_azevedo@mail.com,4
1219,Stephany Teixeira,49665023686,1994-01-26,Cecília Almeida Pires,982083,2019-10-01,stephany_teixeira@mail.com,5
1220,Clara Costa,41720466776,1988-07-23,Joaquim Cardoso Moura,556594,2023-05-09,clara_costa@mail.com,1
1221,Diego Rocha,24549331621,1991-09-06,Breno Costela Cunha,868003,2020-01-31,diego_rocha@mail.com,5
1222,Marcela Costela,88337340850,2001-01-14,Yuri Campos Nunes,81202,2020-05-24,marcela_costela@mail.com,4
1223,Kamilly Viana,65733363629,1999-09-24,Luiz Felipe Lima Barbosa,432264,2022-11-30,kamilly_viana@mail.com,1
1224,Alexandre Pinto,63192192434,1997-05-09,Rodrigo Gomes Nogueira,794272,2020-04-13,alexandre_pinto@mail.com,1
1225,Eloah Peixoto,41546415737,2000-12-06,Murilo Santos Martins,867111,2018-10-31,eloah_peixoto@mail.com,5
1226,Vicente Barbosa,99447568073,1984-07-15,Laura Aragão Correia,863823,2019-04-17,vicente_barbosa@mail.com,6
1227,Maria Souza,97947582387,2003-10-06,Bruna Monteiro da Cunha,388355,2020-06-14,maria_souza@mail.com,4
1228,Ana Clara Dias,17732000481,1984-01-03,Pedro Henrique Caldeira Alves,209783,2023-07-06,ana_clara@mail.com,6
1229,Camila Nascimento,41263681060,1984-04-01,Danilo Ramos Moreira,724894,2020-08-25,camila_nascimento@mail.com,5
1230,Samuel Castro,55229618497,2000-03-30,Thiago Araújo Gonçalves,901291,2021-06-07,samuel_castro@mail.com,3
1231,Ana Carolina Cunha,87004465740,1999-05-21,Julia Duarte Martins,357985,2023-07-04,ana_carolina@mail.com,4
1232,Luiz Gustavo Rocha,978900486,2004-10-02,Ana Sophia Vieira Correia,602947,2020-02-05,luiz_gustavo@mail.com,3
1233,Sofia Dias,29424473708,1998-04-19,Murilo Carvalho da Costa,739947,2020-11-14,sofia_dias@mail.com,2
1234,Davi Luiz Gomes,41159661051,1993-05-11,Brenda Rodrigues Araújo,692827,2019-12-16,davi_luiz@mail.com,3
1235,Júlia Viana,77946627105,1989-02-14,Davi Lucas Moreira Duarte,558622,2020-04-21,júlia_viana@mail.com,4
1236,Alice Fernandes,34411564517,1999-06-11,João Pedro Silveira Sales,379648,2019-06-18,alice_fernandes@mail.com,1
1237,João Miguel Almeida,53759323787,1999-04-25,Juliana Cunha Teixeira,766496,2021-01-05,joão_miguel@mail.com,4
1238,Marina Almeida,83652967783,1984-12-11,Lucca da Cunha Costa,692648,2019-08-17,marina_almeida@mail.com,6
1239,Isabelly Silveira,25340324276,2004-05-27,Henrique Duarte Santos,66094,2021-03-09,isabelly_silveira@mail.com,5
1240,Erick Silveira,51421080689,1999-07-06,Maria Eduarda Costa Cardoso,811302,2021-05-02,erick_silveira@mail.com,6
1241,André Nascimento,19945190424,2001-10-20,Manuela Vieira Rodrigues,382963,2023-02-09,andré_nascimento@mail.com,1
